COMMENT_ID,TEXT,IS_TOXIC
P34uQRzs,Thank you Jake! Great interaction 👍,BLANK
4N2ZretY,"The experts, say. Where have I heard that before. Oh yeah back in the seventies when they were saying that oil and coal and all are fossil fuels were going to be depleted by 1990. And gas is going to be $5 a gallon by 1980. That's what they're experts said. Why because they wanted them to say it. Why do they want them to say it so they could bring in a nationwide 55 mile an hour speed limit. Why did they want to 55 Mi an hour speed limit period to conserve fuel so they can fill up the Quarry salt quarries that they bought up in the late seventies around New Orleans. Where they hold the reserves. They can get their damn experts to say whatever they want damn just say it because they're all broke. You can buy study saying that turds are tasty in prayer of nutritious meal if you got enough money the experts will back you up",BLANK
dJbDFMcn,Very peaceful,BLANK
dGn1RFQA,Here from steak,BLANK
vmlM9kKZ,Dont play it on 2x speed💀sounds like ghosts,BLANK
Ch64lGPY,"There has never been a single study done that compares the health of the vaccinated with the unvaccinated.  When they do a ""placebo"" study on vaccines the placebo is a different vaccine, not a placebo.",BLANK
BmXsNF7b,i like,BLANK
UVoIGrPX,Cassidy should lose his medical license for violating his Hippocratic oath and putting politics over people’s health!,BLANK
SCqMhPq9,It’s not fringe!!!  it’s the secretary of health! Its the opposite of fringe. It’s the top. The top of the Republican Party is insane!  And Cassidy is directly responsible for putting it in there.,BLANK
2syuu8IX,This is the same government that told us psychedelics will put you in a mental institution. Why should we ever believe anything that comes from it 💯😂,BLANK
AnZfeBeg,"Right now, there are people all over the world who are just like you. They're either lonely, they're missing somebody, they're depressed, they're hurt, they're scarred from the past, they're having personal issues no one knows about, they have secrets you wouldn't believe. They wish, they dream and they hope. And right now, they are sitting here reading these words, and I'm writing this for you so you dont feel alone anymore. Always remember, don't be depressed about the past, don't worry about the future, and just focus on today. 🖤",BLANK
1D8PaUkY,Informed consent is an inalienable human right. Cassidy is a drug pusher working for big pharma.,BLANK
PpSYrgIJ,The shame of the Kennedy family.,BLANK
qHAa2A1a,He is putting his political career above saving lives!,BLANK
vEhS509B,Bank accounts what a LOAD OF MORE BULLSHIT,BLANK
ChQAcGhA,Cassidy and Barrasso both need their medical licenses taken away for allowing damage to the American people.,BLANK
GsgcqL2V,"You can't save enough in a health aacou b t to a y for a catScan, much less chemo. Ame r ica simply worships money over life. Not sure people know, but Medicare comes with a m o nthly premium, vopays, and donuts. Only Medicaid eliminates those expenses.",BLANK
CQv3MmjJ,This is perfe,BLANK
thbaWcXO,CNN these days are nothing but a bunch of whiney democrats who cry about anything...who watches this anyways..😂😂,BLANK
wAcaFUdb,hi!,BLANK
5xnp9dHE,He voted for him for trump he knew he was unfit children lives in danger cutting cancer  research my sister died of cancer this administration is a joke,BLANK
JMhW7Fty,"Ahhh, yes...  the 'old trickle down effect'.
Fund the rich, the conglomerates, big pharma... and they'll look after the little guy.
Sure. That works.

THIS is why the GOP are responsible for 9 of the last 10 recessions. They have NO IDEA...",BLANK
JMzuYP7z,If trump believes vaccines are safe why did he nominate a guy who is a KNOWN vaccine skeptic and changed information related to peer reviewed studies on the CDC website? All these sycophants do is defend the indefensible things this president does.,BLANK
pt3D1z8Y,Did he say he would offer 1000 to help pay for a 5000 deductible,BLANK
Imimk9aC,Yağmur sesi daha cazip geliyor,BLANK
